v1,v2,cleaned_text
ham,what happen to her tell the truth,ham
ham,do you like italian food,ham
ham,which is weird because i know i had it at one point,ham
ham,aww you must be nearly deadwell jez iscoming over todo some workand that whilltake forever,ham
ham,tell your friends what you plan to do on valentines day  lturlgt,ham
ham,alright see you in a bit,ham
ham,cheers for the message zogtorius iåõve been staring at my phone for an age deciding whether to text or not,ham
ham,i will take care of financial problemi will help,ham
ham,tell dear what happen to you why you talking to me like an alian,ham
spam,double your mins  txts on orange or 12 price linerental  motorola and sonyericsson with btooth freenokia free call mobileupd8 on 08000839402 or2optouthv9d,spam
ham,1 go to write msg 2 put on dictionary mode 3cover the screen with hand 4press  ltgt  5gently remove ur hand its interesting,ham
ham,okie,ham
ham,hi this is yijue can i meet u at 11 tmr,ham
ham,its posible dnt live in  ltgt century cm frwd n thnk different,ham
ham,but i dint slept in afternoon,ham
ham,that seems unnecessarily affectionate,ham
ham,yar else ill thk of all sorts of funny things,ham
ham,you will be in the place of that man,ham
spam,download as many ringtones as u like no restrictions 1000s 2 choose u can even send 2 yr buddys txt sir to 80082 å£3 ,spam
ham,thats cool how was your day,ham
spam,please call 08712402902 immediately as there is an urgent message waiting for you,spam
ham,r we going with the  ltgt  bus,ham
ham,hello my love  how went your day  are you alright  i think of you my sweet and send a jolt to your heart to remind you  i love you can you hear it  i screamed it across the sea for all the world to hear ahmad al hallaq is loved  and owned  possessive passionate kiss,ham
ham,nohe joined today itself,ham
ham,okay same with me well thanks for the clarification,ham
ham,ill talk to the others and probably just come early tomorrow then,ham
spam,spook up your mob with a halloween collection of a logo  pic message plus a free eerie tone txt card spook to 8007 zed 08701417012150p per logopic,spam
ham,had the money issue weigh me down but thanks to you i can breathe easier now ill make sure you dont regret it thanks,ham
ham,hi im sorry i missed your call can you pls call back,ham
ham,how are you doing hope youve settled in for the new school year just wishin you a gr8 day,ham
spam,fantasy football is back on your tv go to sky gamestar on sky active and play å£250k dream team scoring starts on saturday so register nowsky opt out to 88088,spam
ham,ok then no need to tell me anything i am going to sleep good night,ham
ham,ok try to do week end course in coimbatore,ham
spam,tone club your subs has now expired 2 resub reply monoc 4 monos or polyc 4 polys 1 weekly  150p per week txt stop 2 stop this msg free stream 0871212025016,spam
ham,v nice off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census busy transcribing ,ham
ham,if you r  home then come down within 5 min,ham
ham,a boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided 2 aproach d gal  dt time a truck was speeding towards d gal wn it was about 2 hit d girld boy ran like hell n saved her she asked hw cn u run so fast d boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily 2gthr drinking boost evrydy moral of d story i hv free msgsd gud ni8,ham
ham,that day ì say ì cut ur hair at paragon is it called hair sense do ì noe how much is a hair cut ,ham
ham,hmm too many of them unfortunately pics obviously arent hot cakes its kinda fun tho,ham
ham,watching tv lor y she so funny we bluff her 4 wat izzit because she thk its impossible between us,ham
spam,xmas prize draws we are trying to contact u todays draw shows that you have won a å£2000 prize guaranteed call 09058094565 from land line valid 12hrs only,spam
ham,dunno lei he neva say,ham
ham,thanx 4 2day u r a goodmate i think ur rite sary asusual1 u cheered me up love u franyxxxxx,ham
ham,im on my way home went to change batt 4 my watch then go shop a bit lor,ham
spam,yes the only place in town to meet exciting adult singles is now in the uk txt chat to 86688 now 150pmsg,spam
ham,hi mobile no  ltgt  has added you in their contact list on wwwfullonsmscom it s a great place to send free sms to people for more visit fullonsmscom,ham
ham,good evening sir hope you are having a nice day i wanted to bring it to your notice that i have been late in paying rent for the past few months and have had to pay a  ltgt  charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and thats why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of months end can you please help thank you for everything,ham
ham,if i let you do this i want you in the house by 8am,ham
ham,best line said in love  i will wait till the day i can forget u or the day u realize that u cannot forget me gn,ham
ham,i will reach before ten morning,ham
ham,your pussy is perfect,ham
ham,sorry ill call later,ham
spam,someone has contacted our dating service and entered your phone becausethey fancy you to find out who it is call from a landline 09058098002 pobox1 w14rg 150p,spam
ham,no messageno responcewhat happend,ham
ham,also wheres the piece,ham
ham,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal ,ham
ham,boo hows things im back at home and a little bored already ,ham
ham,first has she gained more than  ltgt kg since she took in second has she done the blood sugar tests if she has and its ok and her blood pressure is within normal limits then no worries,ham
ham,pick ur fone up now u dumb,ham
ham,thanks da thangam i feel very very happy dear i also miss you da,ham
ham,okey doke im at home but not dressed cos laying around ill speak to you later bout times and stuff ,ham
ham,i dont run away frm u i walk slowly amp it kills me that u dont care enough to stop me,ham
ham,babe im back  come back to me ,ham
ham,well you told others youd marry them,ham
ham,neshanthtel me who r u,ham
ham,yo yo yo byatch whassup,ham
ham,oh kay on sat right,ham
ham,hi this is roger from cl how are you,ham
spam,babe u want me dont u baby im nasty and have a thing 4 filthyguys fancy a rude time with a sexy bitch how about we go slo n hard txt xxx slo4msgs,spam
ham,oh oh wasted den muz chiong on sat n sun liao,ham
ham,jesus christ bitch im trying to give you drugs answer your fucking phone,ham
ham,please give it 2  or i will pick it up on tuesday evening about 8 if that is ok,ham
ham,im meeting darren,ham
ham,one of best dialogue in cute reltnship wen i die,ham
ham,solve d case  a man was found murdered on  ltdecimalgt  ltgt  afternoon 1his wife called police 2police questioned everyone 3wife siri was sleeping when the murder took place 4cook i was cooking 5gardener i was picking vegetables 6housemaid i went 2 d post office 7children we went 2 play 8neighbour we went 2 a marriage police arrested d murderer immediately whos it reply with reason if u r brilliant,ham
ham,dear where you will be when i reach there,ham
ham,aww thats the first time u said u missed me without asking if i missed u first you do love me ,ham
ham,ok thanx gd nite 2 ì too,ham
ham,come to me right now ahmad,ham
spam,i dont know u and u dont know me send chat to 86688 now and lets find each other only 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 years or over,spam
ham,lol please do actually send a pic of yourself right now i wanna see pose with a comb and hair dryer or something,ham
ham,o was not into fps then,ham
ham,huh means computational science y they like dat one push here n there,ham
ham,could you not read me my love  i answered you,ham
ham,oh lk tt den we take e one tt ends at cine lor dun wan yogasana oso can ,ham
ham,madamregret disturbancemight receive a reference check from dlf premaricakindly be informedrgdsrakheshkerala,ham
spam,sms services for your inclusive text credits pls gotto wwwcomuknet login 3qxj9 unsubscribe with stop no extra charge help 08702840625 comuk220cm2 9ae,spam
ham,oic then better quickly go bathe n settle down,ham
ham,err cud do im going to  at 8pm i havent got a way to contact him until then,ham
ham,a bloo bloo bloo ill miss the first bowl,ham
ham,lmao but its so fun,ham
ham,oh k kbut he is not a big hitteranyway good,ham
ham,hey i almost forgot  happy bday babe  i love ya,ham
spam,valentines day special win over å£1000 in our quiz and take your partner on the trip of a lifetime send go to 83600 now 150pmsg rcvd custcare08718720201,spam
ham,do you think i can move  ltgt  in a week,ham
ham,shes find i sent you an offline message to know how anjolas now,ham
spam,guess who am ithis is the first time i created a web page wwwasjesuscom read all i wrote im waiting for your opinions i want to be your friend 11,spam
ham,how was txting and driving,ham
ham,thats good lets thank god please complete the drug have lots of water and have a beautiful day,ham
ham,really dun bluff me leh u sleep early too nite,ham
ham,indians r poor but india is not a poor country says one of the swiss bank directors he says that  ltgt  lac crore of indian money is deposited in swiss banks which can be used for taxless budget for  ltgt  yrs can give  ltgt  crore jobs to all indians from any village to delhi 4 lane roads forever free power suply to more than  ltgt  social projects every citizen can get monthly  ltgt  for  ltgt  yrs no need of world bank amp imf loan think how our money is blocked by rich politicians we have full rights against corrupt politicians itna forward karo ki pura india padhegm,ham
ham,uncle boye i need movies oh guide me plus you know torrents are not particularly legal here and the system is slowing down what should i do have a gr8 day plus have you started cos i dont meet you online how was the honey moon,ham
ham,oh ya ya i remember da ,ham
ham,btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,ham
spam,for ur chance to win å£250 cash every wk txt play to 83370 tscs wwwmusictrivianet custcare 08715705022 1x150pwk,spam
ham,i not busy juz dun wan 2 go so early hee ,ham
ham,rightio 1148 it is then well arent we all up bright and early this morning,ham
ham,great im in church now will holla when i get out,ham
ham,back in brum thanks for putting us up and keeping us all and happy see you soon ,ham
ham,i donno if they are scorable,ham
ham,ltgt  great loxahatchee xmas tree burning update you can totally see stars here,ham
ham,yes but i dont care i need you bad princess,ham
ham,the guy kadeem hasnt been selling since the break i know one other guy but hes paranoid as fuck and doesnt like selling without me there and i cant be up there til late tonight,ham
ham,sorry ill call later,ham
ham,tmr then ì brin lar aiya later i come n c lar mayb ì neva set properly ì got da help sheet wif ì,ham
ham,do u knw dis no ltgt ,ham
ham,then she dun believe wat,ham
ham,kgive back my thanks,ham
ham,i know complain num onlybettr directly go to bsnl offc nd apply for it,ham
ham,okay ive seen it so i should pick it on friday,ham
ham,how much she payed suganya,ham
ham,left dessert u wan me 2 go suntec look 4 u,ham
ham,abeg make profit but its a start are you using it to get sponsors for the next event,ham
ham,onum ela pa normal than,ham
ham,kkhow is your sister kids,ham
ham,cool ill text you when im on the way,ham
ham,nope meanwhile she talk say make i greet you,ham
ham,i cant talk to you nowi will call when i candont keep calling,ham
ham,anything lar,ham
ham,rose needs water season needs change poet needs imaginationmy phone needs ur sms and i need ur lovely frndship forever,ham
ham,good afternoon babe how goes that day  any job prospects yet  i miss you my love  sighs  ,ham
ham,they will pick up and drop in carso no problem,ham
ham,si think he is waste for rr,ham
ham,he is world famamus,ham
ham,is there coming friday is leave for pongaldo you get any news from your work place,ham
ham,lol well dont do it without me we could have a big sale together,ham
ham, am on my way,ham
ham,eat at old airport road but now 630 oredi got a lot of pple,ham
ham,sry cant talk on phone with parents,ham
spam,final chance claim ur å£150 worth of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz å£300 subs 16,spam
ham,ok lor wat time ì finish,ham
ham,princess i like to make love  ltgt  times per night hope thats not a problem,ham
ham,mm i am on the way to railway,ham
ham,i dnt wnt to tlk wid u,ham
ham,im done im sorry i hope your next space gives you everything you want remember all the furniture is yours if im not around when you move it just lock all the locks and leave the key with jenne,ham
ham,not yet just id like to keep in touch and it will be the easiest way to do that from barcelona by the way how ru and how is the house,ham
spam,sppok up ur mob with a halloween collection of nokia logopic message plus a free eerie tone txt card spook to 8007,spam
spam,urgent call 09066612661 from landline your complementary 4 tenerife holiday or å£10000 cash await collection sae tcs po box 3 wa14 2px 150ppm 18 sender hol offer,spam
ham,kdo it at evening daurgent,ham
ham,pansy youve been living in a jungle for two years its my driving you should be more worried about,ham
ham,mm have some kanji dont eat anything heavy ok,ham
ham,only if you promise your getting out as soon as you can and youll text me in the morning to let me know you made it in ok,ham
ham,lol thats different i dont go trying to find every real life photo you ever took,ham
ham,i dont thnk its a wrong calling between us,ham
ham,k ill drinkpa then what doing i need srs model pls send it to my mail id pa,ham
ham,aiyah e rain like quite big leh if drizzling i can at least run home,ham
ham,i have 2 docs appointments next week im tired of them shoving stuff up me ugh why couldnt i have had a normal body,ham
ham,dun b sad its over dun thk abt it already concentrate on ur other papers k,ham
ham,greetings me  consider yourself excused,ham
ham,no drama plsi have had enough from you and family while i am struggling in the hot sun in a strange placeno reason why there should be an ego of not going if not invited when actually its necessity to gowait for very serious reppurcussions,ham
ham,they released another italian one today and it has a cosign option,ham
ham,you at mu you should try to figure out how much money everyone has for gas and alcohol jay and i are trying to figure out our weed budget,ham
spam,winner as a valued network customer you hvae been selected to receive a å£900 reward to collect call 09061701444 valid 24 hours only acl03530150pm,spam
ham,hcl chennai requires freshers for voice processexcellent english neededsalary upto  ltgt call mssuman  ltgt  for telephonic interview via indyarockscom,ham
ham,dai what this da can i send my resume to this id,ham
ham,i know where the  ltgt  is ill be there around 5,ham
ham,yup ive finished c ì there,ham
ham,remember to ask alex about his pizza,ham
ham,no datoday also i forgot,ham
ham,ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online you arrange shipping and you get a cut or u for a partnership where u invest money for shipping and he takes care of the restuwud b self reliant soon dnt worry,ham
ham,fwiw the reason im only around when its time to smoke is that because of gas i can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,ham
ham,hello my boytoy i made it home and my constant thought is of you my love i hope your having a nice visit but i cant wait till you come home to me kiss,ham
ham,congrats kanowhr s the treat maga,ham
ham,who u talking about,ham
ham,yup,ham
ham,ok,ham
ham,u wake up already wat u doing u picking us up later rite im taking sq825 reaching ard 7 smth 8 like dat u can check e arrival time c ya soon,ham
ham,yunny im walking in citylink now ì faster come down me very hungry,ham
ham,er yep sure props,ham
ham,hiya  have u been paying money into my account if so thanks got a pleasant surprise when i checked my balance u c i dont get statements 4 that acc,ham
spam,u have won a nokia 6230 plus a free digital camera this is what u get when u win our free auction to take part send nokia to 83383 now pobox11414tcrw1 16,spam
ham,ok ill send you with in  ltdecimalgt  ok,ham
ham,bognor it is should be splendid at this time of year,ham
ham,yesim in office da,ham
ham,sorry ill call later,ham
ham,joys father is john then john is the name of joys father mandan,ham
ham,ok i only ask abt e movie u wan ktv oso,ham
ham,misplaced your number and was sending texts to your old number wondering why ive not heard from you this year all the best in your mcat got this number from my atlanta friends,ham
ham,sorry ill call later,ham
ham,dunno lei i might b eatin wif my frens if ì wan to eat then i wait 4 ì lar,ham
ham,sorry ill call later,ham
spam,free entry into our å£250 weekly comp just send the word win to 80086 now 18 tc wwwtxttowincouk,spam
ham,say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it,ham
ham,do u noe how 2 send files between 2 computers,ham
ham,mmmmm  i loved waking to your words this morning  i miss you too my love i hope your day goes well and you are happy i wait for us to be together again,ham
ham,jay says hell put in  ltgt,ham
ham,can you just come in for a sec theres somebody here i want you to see,ham
ham,so the sun is anti sleep medicine,ham
ham,whats happening with you have you gotten a job and have you begun registration for permanent residency,ham
ham,yup ok,ham
ham,glad it went well  come over at 11 then well have plenty of time before claire goes to work,ham
ham,ok enjoy  r u there in home,ham
ham,can you pls pls send me a mail on all you know about relatives coming to deliver here all you know about costs risks benefits and anything else thanks,ham
ham,you do what all you like,ham
ham,thats y we haf to combine n c how lor,ham
ham,the monthly amount is not that terrible and you will not pay anything till 6months after finishing school,ham
ham,hmmmhow many players selected,ham
ham,they said if its gonna snow it will start around 8 or 9 pm tonite they are predicting an inch of accumulation,ham
ham,i dont can you send it to me plus hows mode,ham
ham,aiyo please ì got time meh,ham
ham,package all your programs well,ham
ham,she is our sister she belongs 2 our family she is d hope of tomorrow pray 4 herwho was fated 4 d shoranur train incident lets hold our hands together amp fuelled by love amp concern prior 2 her grief amp pain pls join in dis chain amp pass it stop violence against women,ham
ham,so are you guys asking that i get that slippers again or its gone with last year,ham
ham,company is very goodenvironment is terrific and food is really nice,ham
spam,text82228 get more ringtones logos and games from wwwtxt82228com questions infotxt82228couk,spam
ham,honestly ive just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out,ham
ham,yup but not studying surfing lor im in e lazy mode today,ham
ham,please sen my kind advice please come here and try,ham
ham,im done c ì there,ham
ham,oh fine ill be by tonight,ham
ham,ìï give me some time to walk there,ham
ham,ill reach in ard 20 mins ok,ham
spam,freemsg you have been awarded a free mini digital camera just reply snap to collect your prize quizclub opt out stop 80122300pwk sprwm ph08704050406,spam
ham,fuck babe  what happened to you  how come you never came back,ham
spam,this message is brought to you by gmw ltd and is not connected to the,spam
ham,some friends want me to drive em someplace probably take a while,ham
ham,i also thk too fast xy suggest one not me u dun wan its ok going 2 rain leh where got gd,ham
ham,are you still getting the goods,ham
ham,and maybe some pressies,ham
ham,yeah i am so ill leave maybe 7ish,ham
ham,kkim also finewhen will you complete the course,ham
ham,under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are 3 words ,ham
ham,i told her i had a dr appt next week she thinks im gonna die i told her its just a check nothing to be worried about but she didnt listen,ham
ham,you in your room i need a few,ham
ham,i dont want to hear anything,ham
ham,hey for me there is no leave on friday wait i will ask my superior and tell you,ham
ham,ultimately tor motive tui achieve korli,ham
ham,from 5 to 2 only my work timing,ham
ham,û and donû÷t worry weû÷ll have finished by march û ish,ham
ham,the house is on the water with a dock a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel,ham
spam,congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p,spam
spam,your next amazing xxx picsfree1 video will be sent to you enjoy if one vid is not enough for 2day text back the keyword picsfree1 to get the next video,spam
ham,now thats going to ruin your thesis,ham
ham,in sch but neva mind u eat 1st lor,ham
ham,hey whats up u sleeping all morning,ham
ham,erm i thought the contract ran out the4th of october,ham
ham,i dunno until when lets go learn pilates,ham
spam,u are subscribed to the best mobile content service in the uk for å£3 per ten days until you send stop to 83435 helpline 08706091795,spam
ham,yup im elaborating on the safety aspects and some other issues,ham
spam,3 free tarot texts find out about your love life now try 3 for free text chance to 85555 16 only after 3 free msgs å£150 each,spam
ham,goodmorning today i am late for 1hr,ham
ham,hi happy birthday hi hi hi hi hi hi hi,ham
ham,i will be outside office take all from there,ham
ham,if you dont respond imma assume youre still asleep and imma start calling n shit,ham
ham,aight see you in a bit,ham
ham,my superior telling that friday is leave for all other department except oursso it will be leave for youany way call waheed fathima hr and conform it,ham
spam,join the uks horniest dogging service and u can have sex 2nite just sign up and follow the instructions txt entry to 69888 now nytec2a3lpmsg150p,spam
ham,lol i have to take it member how i said my aunt flow didnt visit for 6 months its cause i developed ovarian cysts bc is the only way to shrink them,ham
ham,still work going onit is very small house,ham
ham,my friend just got here and says hes upping his order by a few grams hes got  ltgt  when can you get here,ham
ham,tmr timin still da same wat cos i got lesson until 6,ham
ham,thatû÷s the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it,ham
spam,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to 82277 å£150 sptyrone,spam
ham,no im not gonna be able to  too late notice  ill be home in a few weeks anyway  what are the plans,ham
ham,got fujitsu ibm hp toshiba got a lot of model how to say,ham
ham,okie thanx,ham
ham,gosh that  what a pain spose i better come then,ham
ham,as usualiam fine happy amp doing well,ham
ham,okie,ham
ham,so when you gonna get rimac access ,ham
ham,im at arestaurant eating squid i will be out about 1030 wanna dosomething or is that to late,ham
ham,you call times job today ok umma and ask them to speed up,ham
ham,hello ucall wen u finish wrki fancy meetin up wiv u all tonite as i need a break from dabooks did 4 hrs last nite2 today of wrk,ham
ham,r u sam p in eachother if we meet we can go 2 my house,ham
ham, yeah lol luckily i didnt have a starring role like you,ham
ham,hello madam how are you ,ham
ham,awesome text me when youre restocked,ham
ham,as usualiam fine happy amp doing well,ham
spam,knock knock txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice tcs wwwtklscom age16 to stoptxtstopå£150week,spam
ham,yes its all innocent fun o,ham
ham,thanks for sending this mental ability question,ham
ham,sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i cant settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know,ham
ham,2marrow only wed at  ltgt  to 2 aha,ham
ham,i went to ur hon lab but no one is there,ham
ham,i cant pick the phone right now pls send a message,ham
ham,hey pple700 or 900 for 5 nightsexcellent location wif breakfast hamper,ham
spam,forwarded from 21870000hi  this is your mailbox messaging sms alert you have 40 matches please call back on 09056242159 to retrieve your messages and matches cc100pmin,spam
ham,how come,ham
ham,lol nah wasnt too bad thanks its good to b home but its been quite a reality check hows ur day been did u do anything with website,ham
ham,ok lor,ham
ham,im coming home 4 dinner,ham
ham,s daal r above  ltgt,ham
spam,free ring tone just text polys to 87131 then every week get a new tone 0870737910216yrs only å£150wk,spam
ham,unni thank you dear for the rechargerakhesh,ham
ham,i know im lacking on most of this particular dramastorms details but for the most part im not worried about that,ham
ham,haha they cant what at the most tmr forfeit haha so how,ham
ham,hey there glad u r better now i hear u treated urself to a digi cam is it good we r off at 9pm have a fab new year c u in coupla wks,ham
ham,no way im going back there,ham
spam,urgent your mobile no 077xxx won a å£2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362206 asap box97n7qp 150ppm,spam
ham,i will cal you sir in meeting,ham
ham,thats what i love to hear v see you sundayish then,ham
ham,sorry da thangam very very sorry i am held up with prasad,ham
ham,tiwary to rcbbattle between bang and kochi,ham
ham,thank god they are in bed,ham
ham,no i dont have cancer moms making a big deal out of a regular checkup aka pap smear,ham
ham,am in gobi arts college,ham
ham,why she wants to talk to me,ham
ham,pandy joined 4w technologies todayhe got job,ham
spam,you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a å£500 prize txt word collect to no 83355 ibhltd ldnw15h 150pmtmsgrcvd18,spam
ham,they can try they can get lost in fact tee hee,ham
ham,hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no,ham
ham,my friends use to call the same,ham
ham,sorry ill call later,ham
ham,em its olowoyey uscedu have a great time in argentina not sad about secretary everything is a blessing,ham
ham,its a taxt massagetiepos argh ok lool,ham
ham,hi can i please get a  ltgt  dollar loan from you ill pay you back by mid february pls,ham
ham,you might want to pull out more just in case and just plan on not spending it if you can i dont have much confidence in derek and taylors money management,ham
ham,do you like shaking your booty on the dance floor,ham
ham,text me when you get off dont call my phones having problems,ham
ham,no need for the drug anymore,ham
ham,sorry dai was thought of calling you lot of timeslil busyi will call you at noon,ham
ham,its sarcasm nt scarcasim,ham
ham,great i have to run now so ttyl,ham
ham,feel like trying kadeem again v,ham
ham,dai  ltgt  naal eruku,ham
ham,not yet chikkuwat abt u,ham
ham,ok,ham
ham,want to finally have lunch today,ham
ham,do you know when dad will be back,ham
spam,hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy,spam
spam,8007 free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates wwwgetzedcouk pobox 36504 w4 5wq norm 150ptone 16,spam
ham,he remains a bro amongst bros,ham
ham,r u meeting da ge at nite tmr,ham
ham, was a nice day and impressively i was sensible went home early and now feel fine or am i just boring whens yours i cant remember,ham
ham,why de you looking good only,ham
spam,wanna get laid 2nite want real dogging locations sent direct to ur mobile join the uks largest dogging network txt park to 69696 now nyt ec2a 3lp å£150msg,spam
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,spam
ham,yes they replied my mail im going to the management office later plus will in to bank later alsoor on wednesday,ham
ham,thats cool ill come by like  ltgt ish,ham
ham,super msg danalla timing,ham
ham,good afternoon my boytoy  how are you feeling today  better i hope are you being my good boy are you my obedient slave do you please your queen,ham
ham,i am 6 ft we will be a good combination,ham
ham,im sick  im needy  i want you  pouts stomps feet where are you  pouts stomps feet i want my slave  i want him now ,ham
ham, am on a train back from northampton so im afraid not,ham
ham,where in abj are you serving are you staying with dad or alone,ham
ham,was playng 9 doors game and gt racing on phone lol,ham
spam,new tones this week include 1mcflyall ab 2 sara jorgeshock 3 will smithswitch to order follow instructions on next message,spam
ham,solve d case  a man was found murdered on  ltdecimalgt  ltgt  afternoon 1his wife called police 2police questioned everyone 3wife siri was sleeping when the murder took place 4cook i was cooking 5gardener i was picking vegetables 6housemaid i went 2 d post office 7children we went 2 play 8neighbour we went 2 a marriage police arrested d murderer immediately whos it reply with reason if u r brilliant,ham
ham,im on da bus going home,ham
ham,i got a call from a landline number   i am asked to come to anna nagar    i will go in the afternoon,ham
ham,im okay chasing the dream whats good what are you doing next,ham
ham,yupz ive oredi booked slots 4 my weekends liao ,ham
spam,urgent we are trying to contact u todays draw shows that you have won a å£800 prize guaranteed call 09050003091 from land line claim c52 valid 12hrs only,spam
ham,there r many modelsony ericson also der ltgt it luks good bt i forgot modl no,ham
ham,okie,ham
ham,yes i know the cheesy songs from frosty the snowman ,ham
ham,ya ok vikky vl c witin  ltgt mins and il reply u,ham
spam,sports fans  get the latest sports news str 2 ur mobile 1 wk free plus a free tone txt sport on to 8007 wwwgetzedcouk 0870141701216 norm 4txt120p ,spam
ham,hey tmr meet at bugis 930 ,ham
spam,urgent urgent we have 800 free flights to europe to give away call b4 10th sept  take a friend 4 free call now to claim on 09050000555 ba128nnfwfly150ppm,spam
ham,all these nice new shirts and the only thing i can wear them to is nudist themed  you in mu,ham
ham,hey sexy buns what of that day no word from you this morning on ym    i think of you,ham
ham,and whenever you and i see we can still hook up too,ham
ham,nope but im going home now then go pump petrol lor like going 2 rain soon,ham
ham,can you use foreign stamps for whatever you send them off for ,ham
spam,from 88066 lost å£12 help,spam
ham,oh baby of the house how come you dont have any new pictures on facebook,ham
ham,feb  ltgt  is i love u day send dis to all ur valued frnds evn me if 3 comes back ull gt married d person u luv if u ignore dis u will lose ur luv 4 evr,ham
ham,hiya sorry didnt hav signal i havent seen or heard from and neither has which is unusual in itself ill put on the case and get him to sort it out hugs and snogs,ham
ham,omw back to tampa from west palm you hear what happened,ham
ham,yup no more already thanx 4 printing n handing it up,ham
spam,freemsg fancy a flirt reply date now  join the uks fastest growing mobile dating service msgs rcvd just 25p to optout txt stop to 83021 reply date now,spam
ham,what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want,ham
ham,s now only i took tablets  reaction morning only,ham
spam,great new offer  double mins  double txt on best orange tariffs and get latest camera phones 4 free call mobileupd8 free on 08000839402 now or 2stoptxt tcs,spam
ham,nah im a perpetual dd,ham
ham,sorry de i went to shop,ham
spam,hope you enjoyed your new content text stop to 61610 to unsubscribe help08712400602450p provided by tones2youcouk,spam
ham,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,ham
ham,hey you still want to go for yogasana coz if we end at cine then can go bathe and hav the steam bath,ham
ham,nope im not drivin i neva develop da photos lei,ham
ham,i am thinking of going down to reg for pract lessons flung my advance haha wat time u going,ham
ham,cool i am  ltgt  inches long hope you like them big,ham
ham,housemaid is the murderer coz the man was murdered on  ltgt th january as public holiday all govtinstituitions are closedincluding post officeunderstand,ham
ham,okie thanx,ham
spam,18 days to euro2004 kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to 83222,spam
ham,go where n buy juz buy when we get there lar,ham
ham,ok lor,ham
ham,im working technical support voice process,ham
ham,its justbeen overa week since we broke up and already our brains are going to mush,ham
ham,tunde how are you doing this is just wishing you a great day abiola,ham
ham,nope c ì then,ham
ham,no but well do medical missions to nigeria,ham
ham,no i am not having not any movies in my laptop,ham
ham,whatsup there dont u want to sleep,ham
spam,urgent please call 09066612661 from landline å£5000 cash or a luxury 4 canary islands holiday await collection tcs sae award 20m12aq 150ppm 16 ûï,spam
spam,urgent please call 09066612661 from your landline your complimentary 4 lux costa del sol holiday or å£1000 cash await collection ppm 150 sae tcs james 28 eh74rr,spam
ham,i havent lei next mon can,ham
ham,mm feeling sleepy today itself i shall get that dear,ham
ham,how dare you stupid i wont tell anything to you hear after i wont talk to you,ham
ham,do ì noe if ben is going,ham
ham,can you do a mag meeting this avo at some point,ham
ham,i meant middle left or right,ham
ham,really i crashed out cuddled on my sofa,ham
ham,hi chachi tried calling u now unable to reach u  pl give me a missed cal once u c tiz msg  kanagu,ham
ham,i sent you the prices and do you mean the  ltgt g,ham
ham,are you this much buzy,ham
ham,nothing can,ham
spam,i dont know u and u dont know me send chat to 86688 now and lets find each other only 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 years or over,spam
ham,no  am working on the ringing u thing but have whole houseful of screaming brats so  am pulling my hair out loving u,ham
ham,but my family not responding for anything now am in room not went to home for diwali but no one called me and why not coming it makes me feel like died,ham
ham,tick tick tick  babe,ham
ham,r ì going 4 todays meeting,ham
ham,k dahow many page you want,ham
ham,ya had just nowonion roast,ham
ham,send his number and give reply tomorrow morning for why you said that to him like that ok,ham
